report_id,report_type,site_species_id,species_id,common_name,family,genus,species,infra_rank,infra_epithet,sec_infra_rank,sec_infra_epithet,cultivar,plant_group_id,official_budburst_species,location_id,latitude,longitude,locality,administrative_area_level_1,postal_code,administrative_area_level_2,country,observation_date,notes,observation_id,phenophase_id,phenophase_plant_structure,phenophase_title,pollinators_time_start,pollinators_time_end,pollinators_temperature_fahrenheit,pollinators_cloud_cover_id,pollinators_flowering_stage_id,pollinators_number_open_flowers,pollinators_plant_height,pollinators_ants,pollinators_bats,pollinators_bees_general,pollinators_bees_other,pollinators_beetles,pollinators_birds,pollinators_bumble_bees,pollinators_butterflies,pollinators_butterflies_moths,pollinators_carpenter_bees,pollinators_flies,pollinators_honey_bees,pollinators_large_bees_wasps,pollinators_metallic_green_bees,pollinators_moths,pollinators_not_sure,pollinators_small_bees_flies,pollinators_wasps,monarchs_patch_name,monarchs_monitoring_all_plants_in_patch,monarchs_number_of_plants_in_patch,monarchs_no_insects_present,monarchs_ants_present,monarchs_milkweed_aphids_present,monarchs_japanese_beetles_present,monarchs_milkweed_beetles_present,monarchs_milkweed_bugs_present,monarchs_other_insects_present,monarchs_spiders_present,monarchs_stem_plant_flowering_stage,monarchs_stem_number_flower_clusters,monarchs_stem_number_eggs,monarchs_stem_number_instar_1,monarchs_stem_number_instar_2_5,monarchs_stem_number_instar_2,monarchs_stem_number_instar_3,monarchs_stem_number_instar_4,monarchs_stem_number_instar_5
897,phenology,617,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1174,47.273400000000000,-88.442000000000000,"Calumet Twp",MI,49913,"Houghton County",US,03/24/2008,"Legacy report.",884,LU-FIRST,"Leaves Unfolding","First Leaf"
1112,phenology,1904,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1177,46.815700000000000,-92.096100000000000,Duluth,MN,55811,"St Louis County",US,04/01/2008,"Legacy report. Did not actually meet criteria for budburs
t.  Actually, the leaf buds were just beginning to open, and no full leaves were
 present.  Will resubmit later.",1099,LU-FIRST,"Leaves Unfolding","First Leaf"
1187,phenology,796,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1276,44.091700000000000,-121.209000000000000,Bend,OR,97701,"Deschutes County",US,03/11/2008,"Legacy report.",1174,LU-FIRST,"Leaves Unfolding","First Leaf"
1192,phenology,33010,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,228,36.796100000000000,-105.098000000000000,Cimarron,NM,87714,"Colfax County",US,04/03/2008,"Legacy report. Flowers only on higher lateral branches th
at are in full sun all day.",1179,FL-FIRST,Flowers,"First Flower"
2101,phenology,1309,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,151,46.800000000000000,-92.100000000000000,Duluth,MN,55805,"St Louis County",US,04/21/2008,"Legacy report. 
. April 21: two aspen trees (probably the sa
me clone) on a southeast facing slope were in full flower already, but all the r
est of the aspen in the forest around our house had no flowers yet.",2082,FL-MIDDLE,Flowers,"Middle Flowering"
2787,phenology,1600,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,51,61.581700000000000,-149.465000000000000,Wasilla,AK,99654,Matanuska-Susitna,US,05/03/2008,"Legacy report. this year the leefing project is really la
te, almost everything comes out at once",2752,LU-FIRST,"Leaves Unfolding","First Leaf"
2809,phenology,1619,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1608,37.624000000000000,-104.779000000000000,Walsenburg,CO,81089,"Huerfano County",US,04/20/2008,"Legacy report.",2774,LU-FIRST,"Leaves Unfolding","First Leaf"
3218,phenology,1761,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1387,46.925800000000000,-90.722200000000000,,WI,,"Ashland County",US,05/09/2008,"Legacy report.",3175,FL-FIRST,Flowers,"First Flower"
3546,phenology,1904,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1177,46.815700000000000,-92.096100000000000,Duluth,MN,55811,"St Louis County",US,04/28/2008,"Legacy report.",3502,FL-FIRST,Flowers,"First Flower"
3707,phenology,1960,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1167,38.930900000000000,-105.013000000000000,"Green Mountain Falls",CO,80819,"El Paso County",US,05/13/2008,"Legacy report.",3662,LU-FIRST,"Leaves Unfolding","First Leaf"
3707,phenology,1960,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1167,38.930900000000000,-105.013000000000000,"Green Mountain Falls",CO,80819,"El Paso County",US,05/13/2008,"Legacy report.",3666,FL-LATE,Flowers,"Late Flowering"
3707,phenology,1960,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1167,38.930900000000000,-105.013000000000000,"Green Mountain Falls",CO,80819,"El Paso County",US,05/13/2008,"Legacy report.",3667,FR-FIRST,Fruit,"First Ripe Fruit"
3815,phenology,2001,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1573,40.711800000000000,-105.731000000000000,Bellvue,CO,80512,"Larimer County",US,05/26/2008,"Legacy report. south side oldest tree",3769,LU-FIRST,"Leaves Unfolding","First Leaf"
3921,phenology,2038,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1472,43.492000000000000,-110.809000000000000,Jackson,WY,83001,"Teton County",US,06/02/2008,"Legacy report. Owen Winship made this observation.",3873,LU-FIRST,"Leaves Unfolding","First Leaf"
4200,phenology,2119,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1247,40.790300000000000,-96.791500000000000,Lincoln,NE,68522,"Lancaster County",US,05/06/2008,"Legacy report.",4149,LU-FIRST,"Leaves Unfolding","First Leaf"
4413,phenology,2214,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1886,39.549500000000000,-119.782000000000000,Reno,NV,89512,"Washoe County",US,05/02/2008,"Legacy report.",4359,LU-ALLUNFOLDED,"Leaves Unfolding","All leaves unfolded"
4716,phenology,2322,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2003,40.177800000000000,-74.219000000000000,"Howell Township",NJ,07731,"Monmouth County",US,04/19/2008,"Legacy report.",4659,LU-FIRST,"Leaves Unfolding","First Leaf"
4910,phenology,2384,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1366,40.059400000000000,-105.164000000000000,Boulder,CO,80301,"Boulder County",US,04/01/2009,"Legacy report.",4853,LU-ALLUNFOLDED,"Leaves Unfolding","All leaves unfolded"
4910,phenology,2384,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1366,40.059400000000000,-105.164000000000000,Boulder,CO,80301,"Boulder County",US,04/01/2009,"Legacy report.",4854,LU-FIRST,"Leaves Unfolding","First Leaf"
5022,phenology,2437,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1207,41.137200000000000,-104.740000000000000,Cheyenne,WY,82001,"Laramie County",US,05/19/2008,"Legacy report. 5/22 hail stripped all tender vegation fro
m tree.  NO flowers for 2008.",4965,LU-FIRST,"Leaves Unfolding","First Leaf"
5128,phenology,2494,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2384,41.772000000000000,-111.813000000000000,"North Logan",UT,84341,"Cache County",US,03/19/2009,"Legacy report.",5071,LU-FIRST,"Leaves Unfolding","First Leaf"
5246,phenology,33011,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2074,42.975200000000000,-85.931100000000000,"Allendale Charter Twp",MI,49401,"Ottawa County",US,03/25/2009,"Legacy report.",5184,FL-FIRST,Flowers,"First Flower"
5348,phenology,2599,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2481,45.782700000000000,-108.504000000000000,Billings,MT,59101,"Yellowstone County",US,03/31/2009,"Legacy report.",5286,FL-FIRST,Flowers,"First Flower"
5351,phenology,2602,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2487,46.547500000000000,-112.058000000000000,Helena,MT,59601,"Lewis and Clark County",US,03/22/2009,"Legacy report.",5289,FL-FIRST,Flowers,"First Flower"
5793,phenology,2791,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2459,44.551300000000000,-70.454600000000000,Dixfield,ME,04224,"Oxford County",US,04/17/2009,"Legacy report.",5731,FL-FIRST,Flowers,"First Flower"
6576,phenology,3068,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3059,47.527700000000000,-113.710000000000000,Condon,MT,59826,"Missoula County",US,04/24/2009,"Legacy report.",6508,FL-FIRST,Flowers,"First Flower"
6581,phenology,3072,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1946,39.550000000000000,-105.782000000000000,Montezuma,CO,80435,,US,04/24/2009,"Legacy report. The two trees I am monitoring are the only
 ones that were planted and not volunteer, interestingly, they seem to be behind
 all the volunteer aspens, except for one mature one that's on the North side of
 the house.
. I think the first leaf report should have
been Sunday, May 3rd, after viewing the phenophases help link.",6513,LU-FIRST,"Leaves Unfolding","First Leaf"
6824,phenology,3174,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,466,46.866700000000000,-114.000000000000000,Missoula,MT,59801,"Missoula County",US,03/28/2009,"Legacy report. 
. all leaves unfolded actually on 5/6/09",6755,FL-FIRST,Flowers,"First Flower"
7137,phenology,3305,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3148,46.402500000000000,-94.463100000000000,Pillager,MN,56473,"Cass County",US,05/05/2009,"Legacy report.",7068,LU-FIRST,"Leaves Unfolding","First Leaf"
7299,phenology,3340,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2578,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,04/20/2009,"Legacy report.",7230,LU-FIRST,"Leaves Unfolding","First Leaf"
7541,phenology,3426,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3087,40.485600000000000,-106.823000000000000,"Steamboat Springs",CO,80487,"Routt County",US,05/05/2009,"Legacy report.",7472,LU-FIRST,"Leaves Unfolding","First Leaf"
7562,phenology,3437,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2453,47.080000000000000,-114.070000000000000,Arlee,MT,59821,"Missoula County",US,04/19/2009,"Legacy report.",7493,FL-FIRST,Flowers,"First Flower"
7704,phenology,3483,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2582,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,04/29/2009,"Legacy report.",7635,LU-FIRST,"Leaves Unfolding","First Leaf"
7761,phenology,3499,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2578,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,05/11/2009,"Legacy report.",7692,FL-FIRST,Flowers,"First Flower"
7761,phenology,3499,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2578,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,05/11/2009,"Legacy report.",7693,FL-MIDDLE,Flowers,"Middle Flowering"
7761,phenology,3499,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2578,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,05/11/2009,"Legacy report.",7694,LU-FIRST,"Leaves Unfolding","First Leaf"
7761,phenology,3499,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2578,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,05/11/2009,"Legacy report.",7695,LU-ALLUNFOLDED,"Leaves Unfolding","All leaves unfolded"
7769,phenology,3502,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3233,39.400000000000000,-106.570000000000000,Basalt,CO,81621,,US,05/13/2009,"Legacy report.",7700,LU-FIRST,"Leaves Unfolding","First Leaf"
7769,phenology,3502,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3233,39.400000000000000,-106.570000000000000,Basalt,CO,81621,,US,05/13/2009,"Legacy report.",7871,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
7775,phenology,3504,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2861,39.400000000000000,-104.570000000000000,Elizabeth,CO,80107,"Elbert County",US,05/04/2009,"Legacy report.",7706,LU-FIRST,"Leaves Unfolding","First Leaf"
7782,phenology,3507,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2578,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,05/11/2009,"Legacy report.",7713,LU-FIRST,"Leaves Unfolding","First Leaf"
7784,phenology,3508,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3238,39.690000000000000,-104.970000000000000,Denver,CO,80210,"Denver County",US,05/15/2009,"Legacy report. Over the five weeks of observence the leav
es only started appearing in the last week.",7715,LU-FIRST,"Leaves Unfolding","First Leaf"
7797,phenology,3514,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2581,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,04/29/2009,"Legacy report.",7728,LU-FIRST,"Leaves Unfolding","First Leaf"
7817,phenology,3520,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2657,39.677000000000000,-104.962000000000000,Denver,CO,80210,"Denver County",US,05/01/2009,"Legacy report. Looking at the terminal buds on one branch
 of a small sapling(trunk~2cm). Many of the buds bursts on 5/1/09. The terminal
bud I was monitoring burst on 5/22/09. This is an unmaintained area except that
it is bark mulched every year.",7748,LU-FIRST,"Leaves Unfolding","First Leaf"
7827,phenology,3524,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2578,39.000000000000000,-104.000000000000000,Matheson,CO,80830,"Elbert County",US,05/16/2009,"Legacy report.",7758,LU-FIRST,"Leaves Unfolding","First Leaf"
7831,phenology,3526,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3243,39.400000000000000,-104.570000000000000,Elizabeth,CO,80107,"Elbert County",US,04/13/2009,"Legacy report. We were only measuring the leaves of the Q
uaking aspen for a 5 week period, so the color and leaf fall is not applicable.

.",7762,FL-FIRST,Flowers,"First Flower"
7857,phenology,3531,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2658,39.677000000000000,-104.962000000000000,Denver,CO,80210,"Denver County",US,05/13/2009,"Legacy report.",7788,LU-FIRST,"Leaves Unfolding","First Leaf"
7878,phenology,3537,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3250,39.673600000000000,-104.980000000000000,Denver,CO,80210,"Denver County",US,04/20/2009,"Legacy report.",7809,FL-FIRST,Flowers,"First Flower"
8053,phenology,3581,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3260,39.486600000000000,-105.395000000000000,Pine,CO,80470,"Jefferson County",US,05/28/2009,"Legacy report.",7984,LU-ALLUNFOLDED,"Leaves Unfolding","All leaves unfolded"
8054,phenology,3582,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3261,39.486600000000000,-105.395000000000000,Pine,CO,80470,"Jefferson County",US,05/28/2009,"Legacy report.",7985,LU-FIRST,"Leaves Unfolding","First Leaf"
8055,phenology,3583,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3262,39.810000000000000,-105.657000000000000,"Idaho Springs",CO,80452,"Clear Creek County",US,05/28/2009,"Legacy report.",7986,LU-FIRST,"Leaves Unfolding","First Leaf"
8210,phenology,2119,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1247,40.790300000000000,-96.791500000000000,Lincoln,NE,68522,"Lancaster County",US,05/04/2009,"Legacy report.",8141,LU-FIRST,"Leaves Unfolding","First Leaf"
8608,phenology,3799,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3366,40.323700000000000,-105.587000000000000,"Estes Park",CO,80517,"Larimer County",US,09/14/2009,"Legacy report. most >70% at this stage, so probably first
 reached this stage a week or more ago",8536,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
8763,phenology,3834,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3390,46.082400000000000,-94.452500000000000,Randall,MN,56475,"Morrison County",US,10/12/2009,"Legacy report.",8691,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
8890,phenology,3852,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3422,46.857600000000000,-113.986000000000000,Missoula,MT,59801,"Missoula County",US,11/02/2009,"Legacy report.",8818,LD-FIFTYLEAFDROP,"Autumn Leaves Dropping","50% Leaf Drop"
8930,phenology,3874,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3283,40.000000000000000,-105.000000000000000,Broomfield,CO,80023,"Broomfield County",US,01/01/2009,"Legacy report.",8858,LD-FIFTYLEAFDROP,"Autumn Leaves Dropping","50% Leaf Drop"
9347,phenology,4060,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3564,45.317400000000000,-92.158900000000000,Clayton,WI,54004,"Polk County",US,03/31/2010,"Legacy report.",9274,FL-FIRST,Flowers,"First Flower"
9531,phenology,4142,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3775,33.991500000000000,-83.445300000000000,Athens,GA,30607,"Clarke County",US,04/01/2010,"Legacy report.",9458,FL-FIRST,Flowers,"First Flower"
9564,phenology,4157,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,2354,40.066000000000000,-105.016000000000000,Erie,CO,80516,"Weld County",US,04/12/2010,"Legacy report.",9491,LU-FIRST,"Leaves Unfolding","First Leaf"
9575,phenology,4162,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3826,42.254200000000000,-77.790600000000000,Alfred,NY,14802,"Allegany County",US,03/23/2010,"Legacy report.",9502,FL-FIRST,Flowers,"First Flower"
9577,phenology,4163,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3827,42.254200000000000,-77.790600000000000,Alfred,NY,14802,"Allegany County",US,04/09/2010,"Legacy report.",9504,LU-FIRST,"Leaves Unfolding","First Leaf"
